STATE_NAME,NAMELSAD,lat,lon,geometry,
Minnesota,Goodhue County,44.40958937,-92.72313339,c(-92.7231333931535, 44.4095893738632)
North Carolina,Swain County,35.48683422,-83.49288049,c(-83.492880493891, 35.4868342223499)
Florida,Pasco County,28.30579654,-82.5051877,c(-82.5051877029846, 28.3057965417643)
Florida,Sumter County,28.70458355,-82.08090209,c(-82.0809020935587, 28.7045835517798)
New York,Nassau County,40.73195643,-73.58559368,c(-73.5855936801816, 40.7319564344459)
North Dakota,Steele County,47.45594978,-97.72456056,c(-97.7245605643879, 47.4559497774353)
Indiana,Vanderburgh County,38.0247555,-87.58584981,c(-87.5858498124615, 38.0247554996942)
Missouri,Franklin County,38.41108485,-91.0749133,c(-91.0749133017014, 38.4110848531687)
North Carolina,Avery County,36.07655715,-81.92261067,c(-81.9226106712065, 36.076557145046)
West Virginia,Wood County,39.211094,-81.51509242,c(-81.5150924174009, 39.2110939962861)
Wisconsin,Bayfield County,46.63428037,-91.18133977,c(-91.1813397657264, 46.6342803708992)
Tennessee,Stewart County,36.50106421,-87.83841209,c(-87.8384120905605, 36.5010642072784)
Wisconsin,Portage County,44.47586397,-89.50128294,c(-89.5012829447451, 44.4758639715225)
South Carolina,Lexington County,33.90219343,-81.27207526,c(-81.2720752582847, 33.9021934286692)
Maryland,Anne Arundel County,38.99395208,-76.56755372,c(-76.5675537246288, 38.9939520761015)
Wisconsin,Fond du Lac County,43.75363785,-88.48819191,c(-88.4881919122804, 43.7536378462846)
West Virginia,Webster County,38.49461831,-80.42192879,c(-80.4219287919666, 38.4946183053644)
Wisconsin,Kewaunee County,44.50613682,-87.30731776,c(-87.3073177580474, 44.5061368235018)
Texas,Parmer County,34.53001587,-102.7845392,c(-102.784539187174, 34.5300158723227)
Oklahoma,Woods County,36.76680776,-98.86469347,c(-98.8646934699878, 36.7668077646269)
Kentucky,Elliott County,38.11787546,-83.09760434,c(-83.0976043424952, 38.1178754626571)
Massachusetts,Berkshire County,42.37012028,-73.20671868,c(-73.2067186769899, 42.3701202824163)
Missouri,Chariton County,39.51499026,-92.96251761,c(-92.962517612974, 39.5149902634585)
Colorado,Rio Blanco County,39.98065983,-108.2179413,c(-108.217941292335, 39.9806598335878)
Colorado,Morgan County,40.26257361,-103.8098295,c(-103.809829526509, 40.2625736060944)
Oregon,Malheur County,43.18632997,-117.6229908,c(-117.622990768881, 43.1863299702008)
New Jersey,Middlesex County,40.43997868,-74.40897447,c(-74.4089744745812, 40.4399786796115)
Kansas,Russell County,38.91466438,-98.76235394,c(-98.7623539374455, 38.9146643751007)
Illinois,Putnam County,41.20447191,-89.28579412,c(-89.2857941181453, 41.204471908757)
South Dakota,Haakon County,44.29413834,-101.5401444,c(-101.540144390214, 44.2941383394053)
Tennessee,Macon County,36.53204679,-86.00724919,c(-86.0072491942776, 36.5320467931878)
Arkansas,Cleburne County,35.53812512,-92.02673911,c(-92.0267391069707, 35.5381251172861)
Alabama,Pike County,31.80265195,-85.9408819,c(-85.9408819007709, 31.8026519518339)
Idaho,Adams County,44.88894265,-116.4535258,c(-116.453525826535, 44.8889426498868)
Massachusetts,Bristol County,41.75673734,-71.08808134,c(-71.0880813395041, 41.7567373405506)
Pennsylvania,Schuylkill County,40.70580118,-76.21620416,c(-76.2162041551881, 40.7058011825485)
North Dakota,Wells County,47.58730718,-99.66083477,c(-99.6608347722761, 47.5873071777097)
North Carolina,Cleveland County,35.33398578,-81.55547799,c(-81.5554779894054, 35.3339857827197)
Arkansas,Hot Spring County,34.31771686,-92.94611538,c(-92.9461153760628, 34.3177168572105)
Maryland,Frederick County,39.47207376,-77.39804274,c(-77.3980427446845, 39.472073757118)
Illinois,Schuyler County,40.1580772,-90.61500004,c(-90.6150000356249, 40.1580772026717)
California,Mono County,37.93840126,-118.8839031,c(-118.883903075533, 37.9384012593246)
California,Tuolumne County,38.02765131,-119.9549402,c(-119.954940229902, 38.027651310914)
New Mexico,Doña Ana County,32.35185245,-106.833181,c(-106.833180993159, 32.3518524503442)
Georgia,Crisp County,31.92291944,-83.76808534,c(-83.7680853366642, 31.9229194414234)
Arkansas,Columbia County,33.21421039,-93.22735927,c(-93.2273592674798, 33.214210386443)
North Dakota,Griggs County,47.45708195,-98.2369315,c(-98.2369315039006, 47.4570819512789)
California,Solano County,38.26679442,-121.9402152,c(-121.940215211541, 38.2667944151768)
Iowa,Clayton County,42.84460116,-91.34126992,c(-91.3412699192242, 42.8446011614015)
Texas,Titus County,33.21652154,-94.96565649,c(-94.965656493463, 33.216521537618)
West Virginia,Hampshire County,39.31699476,-78.61425167,c(-78.6142516740929, 39.3169947631107)
North Carolina,Moore County,35.31056691,-79.48126997,c(-79.4812699676474, 35.310566907573)
Kansas,Barton County,38.47885265,-98.75646392,c(-98.7564639218535, 38.4788526476313)
North Dakota,Slope County,46.4474878,-103.4600053,c(-103.460005336731, 46.4474877981542)
Louisiana,Richland Parish,32.41770983,-91.76374537,c(-91.7637453665529, 32.4177098335847)
Nebraska,Garfield County,41.91427633,-98.99138437,c(-98.9913843710882, 41.9142763316908)
Louisiana,St. Martin Parish,30.12890365,-91.60748732,c(-91.6074873215901, 30.128903647403)
Alabama,Sumter County,32.59071738,-88.19870531,c(-88.1987053145506, 32.5907173768013)
Alabama,Winston County,34.14922592,-87.37367736,c(-87.3736773585851, 34.1492259227426)
Florida,Seminole County,28.716982,-81.23628986,c(-81.236289855516, 28.7169820040892)
Mississippi,Forrest County,31.18862896,-89.25780309,c(-89.2578030936944, 31.1886289552853)
Michigan,Ingham County,42.59701191,-84.37353566,c(-84.3735356583527, 42.5970119113357)
Kansas,Shawnee County,39.04144248,-95.75643193,c(-95.7564319260835, 39.0414424755639)
South Dakota,Hanson County,43.67470136,-97.78732813,c(-97.7873281324673, 43.6747013559561)
Minnesota,Itasca County,47.50906816,-93.63106538,c(-93.6310653847478, 47.5090681556469)
Colorado,Lincoln County,38.986945,-103.5146198,c(-103.514619762568, 38.9869449995339)
New York,Madison County,42.91266863,-75.66934759,c(-75.6693475859388, 42.9126686301417)
New York,Washington County,43.31298725,-73.43076509,c(-73.4307650920779, 43.3129872542938)
Indiana,Johnson County,39.48990064,-86.10164144,c(-86.1016414449288, 39.4899006376258)
Texas,Terry County,33.17372665,-102.3351975,c(-102.335197466397, 33.1737266489009)
New Mexico,Harding County,35.85774403,-103.8192392,c(-103.819239163908, 35.8577440314466)
Alabama,Talladega County,33.37989008,-86.16624519,c(-86.1662451893505, 33.3798900817109)
Wisconsin,Langlade County,45.26232137,-89.07179758,c(-89.0717975762669, 45.2623213725541)
Texas,Foard County,33.97461406,-99.77783479,c(-99.7778347859543, 33.974614064779)
Iowa,Buena Vista County,42.73541135,-95.1511492,c(-95.1511491963496, 42.7354113454708)
Iowa,Mills County,41.03344966,-95.62130863,c(-95.6213086254516, 41.0334496604166)
Texas,Real County,29.8316339,-99.82214671,c(-99.8221467067425, 29.8316338986868)
Ohio,Delaware County,40.27837577,-83.0047668,c(-83.004766799362, 40.2783757677374)
North Carolina,Forsyth County,36.13061954,-80.256337,c(-80.2563369971036, 36.1306195373488)
Nevada,Carson City,39.15115896,-119.747553,c(-119.74755296155, 39.151158963404)
Iowa,Dallas County,41.68476927,-94.03973152,c(-94.0397315211993, 41.6847692732321)
Texas,Carson County,35.40340458,-101.3541832,c(-101.354183157371, 35.4034045790474)
Georgia,Sumter County,32.03996562,-84.19704083,c(-84.1970408273882, 32.0399656221083)
Missouri,Wayne County,37.11259277,-90.46142674,c(-90.4614267355027, 37.112592770926)
South Carolina,Anderson County,34.51918145,-82.63782882,c(-82.6378288210425, 34.5191814454525)
Wyoming,Carbon County,41.692987,-106.9322413,c(-106.932241317735, 41.6929870039602)
Montana,Silver Bow County,45.9022447,-112.6566767,c(-112.656676746451, 45.9022446959842)
Illinois,Stephenson County,42.35180581,-89.66224891,c(-89.6622489099855, 42.3518058130647)
Michigan,Lapeer County,43.08998567,-83.22180425,c(-83.2218042456251, 43.0899856736883)
Louisiana,Claiborne Parish,32.82270495,-92.99577905,c(-92.995779049454, 32.8227049523291)
Mississippi,Yalobusha County,34.02817901,-89.70762971,c(-89.7076297102684, 34.0281790083769)
Michigan,Kalkaska County,44.68458779,-85.09025521,c(-85.0902552134071, 44.6845877929092)
Louisiana,Evangeline Parish,30.72881624,-92.40600249,c(-92.4060024897403, 30.7288162424856)
Tennessee,Hardeman County,35.20673334,-88.99307083,c(-88.9930708269644, 35.2067333371449)
Arizona,Cochise County,31.8791986,-109.7512763,c(-109.751276253798, 31.8791986036752)
New Mexico,Hidalgo County,31.91272474,-108.714253,c(-108.714253013927, 31.9127247417413)
North Dakota,Divide County,48.81514917,-103.4873239,c(-103.487323917645, 48.815149169807)
California,San Bernardino County,34.84171191,-116.1766647,c(-116.176664672304, 34.8417119145158)
Colorado,Montezuma County,37.3382899,-108.5970323,c(-108.597032289517, 37.3382898985671)
Mississippi,Clarke County,32.04134034,-88.68944579,c(-88.6894457939825, 32.0413403363005)
Iowa,Marion County,41.334373,-93.09943667,c(-93.0994366694813, 41.3343730018102)
Nebraska,Douglas County,41.29538161,-96.15444059,c(-96.1544405937912, 41.295381614981)
Virginia,Fairfax city,38.85309851,-77.29978816,c(-77.2997881590632, 38.8530985101443)
Oklahoma,Harmon County,34.74393722,-99.84614705,c(-99.8461470455601, 34.7439372211814)
Missouri,Cedar County,37.72381976,-93.85655822,c(-93.8565582165522, 37.7238197589697)
Georgia,Clarke County,33.95116659,-83.36730666,c(-83.3673066551568, 33.9511665917295)
Idaho,Valley County,44.76596775,-115.5675979,c(-115.567597919755, 44.7659677501389)
Texas,Knox County,33.60604965,-99.74138962,c(-99.741389620297, 33.6060496507478)
Arkansas,Ouachita County,33.59324742,-92.8819753,c(-92.8819752965158, 33.5932474230818)
Ohio,Darke County,40.13304257,-84.61932106,c(-84.6193210626746, 40.1330425663505)
Oklahoma,Kay County,36.81800209,-97.14408008,c(-97.1440800805951, 36.8180020918882)
South Dakota,Dewey County,45.15641987,-100.8716994,c(-100.87169941137, 45.1564198740058)
Oregon,Tillamook County,45.45612348,-123.7590279,c(-123.759027914631, 45.4561234803535)
Georgia,Coweta County,33.35334508,-84.76335496,c(-84.7633549608739, 33.353345081904)
Mississippi,Simpson County,31.91318905,-89.91946316,c(-89.919463155696, 31.9131890545078)
Mississippi,Stone County,30.78996927,-89.11772352,c(-89.1177235209318, 30.7899692747367)
California,Contra Costa County,37.92354482,-121.9509432,c(-121.950943219485, 37.9235448179022)
Tennessee,Carroll County,35.97314581,-88.45030611,c(-88.4503061121705, 35.9731458070287)
Virginia,Henrico County,37.53797416,-77.40561747,c(-77.4056174663559, 37.5379741569697)
Indiana,Owen County,39.31275194,-86.83773646,c(-86.837736462535, 39.3127519385462)
New York,Westchester County,41.15132208,-73.75346791,c(-73.7534679100281, 41.1513220797676)
Missouri,Bollinger County,37.32191962,-90.02603539,c(-90.0260353936172, 37.3219196155136)
West Virginia,McDowell County,37.3785266,-81.65350186,c(-81.6535018635083, 37.3785266018273)
West Virginia,Harrison County,39.28345639,-80.37984693,c(-80.3798469312164, 39.2834563926359)
North Carolina,Granville County,36.30385065,-78.65272846,c(-78.6527284591754, 36.3038506458944)
Connecticut,New Haven County,41.34867896,-72.89962236,c(-72.8996223625887, 41.3486789609977)
Nebraska,Pierce County,42.26429359,-97.60129235,c(-97.6012923503904, 42.2642935855432)
Georgia,Bleckley County,32.43441849,-83.32788327,c(-83.3278832725828, 32.43441848894)
Georgia,Burke County,33.06116342,-82.00082405,c(-82.0008240534843, 33.0611634208899)
Illinois,Union County,37.47125947,-89.25510135,c(-89.2551013511633, 37.4712594716106)
Illinois,Kankakee County,41.13779216,-87.8619451,c(-87.8619451030267, 41.1377921594594)
North Dakota,McIntosh County,46.11188555,-99.44119312,c(-99.4411931222596, 46.1118855463894)
Nebraska,Platte County,41.57122499,-97.52108636,c(-97.5210863588837, 41.5712249885158)
North Carolina,Warren County,36.39645532,-78.10670981,c(-78.1067098100268, 36.3964553228728)
Georgia,Marion County,32.35340327,-84.52457836,c(-84.524578358042, 32.3534032661602)
South Dakota,Clay County,42.91445865,-96.97559747,c(-96.975597466611, 42.9144586499836)
Delaware,Sussex County,38.6831961,-75.3395937,c(-75.3395936985973, 38.6831960977223)
Georgia,Jasper County,33.31635996,-83.68810147,c(-83.6881014674259, 33.3163599554101)
Missouri,Randolph County,39.44008519,-92.49704695,c(-92.4970469548593, 39.4400851929651)
Kansas,Butler County,37.78098937,-96.83906786,c(-96.839067861295, 37.7809893692129)
Texas,Hays County,30.05780547,-98.03104332,c(-98.0310433199104, 30.0578054661462)
Texas,Medina County,29.35558055,-99.11012568,c(-99.1101256787042, 29.3555805515494)
Michigan,Mason County,43.9962598,-86.54511272,c(-86.5451127193489, 43.9962598010767)
South Carolina,Beaufort County,32.35690077,-80.69228718,c(-80.6922871760847, 32.3569007712538)
South Dakota,Yankton County,43.00890851,-97.39474487,c(-97.3947448689188, 43.0089085114174)
Wisconsin,Rock County,42.67118016,-89.07154836,c(-89.0715483641977, 42.6711801569841)
South Carolina,Pickens County,34.88724045,-82.72528057,c(-82.7252805676455, 34.8872404528267)
Washington,Columbia County,46.29716042,-117.9073545,c(-117.907354463398, 46.2971604231613)
Indiana,Clinton County,40.30168411,-86.47514195,c(-86.4751419509807, 40.3016841089423)
Illinois,Clinton County,38.60649371,-89.42257598,c(-89.4225759841194, 38.6064937120619)
Idaho,Minidoka County,42.85375107,-113.6379148,c(-113.637914801223, 42.8537510695152)
Pennsylvania,Sullivan County,41.44616143,-76.51207661,c(-76.512076607778, 41.4461614348915)
Mississippi,Rankin County,32.26398413,-89.94591569,c(-89.9459156900632, 32.2639841285568)
Texas,Motley County,34.07396205,-100.7798314,c(-100.779831375519, 34.0739620527287)
Oregon,Lane County,43.94254312,-122.8752426,c(-122.875242628356, 43.9425431232855)
Texas,Wichita County,33.98799247,-98.70350173,c(-98.7035017272122, 33.9879924673873)
Michigan,Shiawassee County,42.95363473,-84.14673223,c(-84.1467322311791, 42.9536347318314)
Kansas,Jewell County,39.78461977,-98.2183405,c(-98.2183404999259, 39.7846197711576)
Kansas,Mitchell County,39.39323324,-98.20936621,c(-98.2093662092878, 39.3932332385672)
Florida,Bradford County,29.94991455,-82.16880111,c(-82.1688011121126, 29.9499145511835)
Mississippi,Marion County,31.23073197,-89.82240247,c(-89.8224024652147, 31.2307319723432)
Mississippi,George County,30.86261336,-88.64404652,c(-88.6440465242236, 30.8626133594252)
Illinois,Jo Daviess County,42.365823,-90.21245914,c(-90.2124591373643, 42.3658230035363)
Indiana,Hancock County,39.82352279,-85.77327328,c(-85.7732732794686, 39.8235227859965)
Virginia,Franklin city,36.68308952,-76.93858252,c(-76.93858251957, 36.6830895197755)
Texas,Midland County,31.86907394,-102.0316093,c(-102.031609258185, 31.8690739352955)
Kansas,Scott County,38.48201981,-100.9068557,c(-100.906855713877, 38.482019808619)
Montana,Cascade County,47.3077558,-111.3465725,c(-111.34657248633, 47.3077557953198)
Virginia,Harrisonburg city,38.43618427,-78.87348286,c(-78.8734828618798, 38.4361842731954)
Illinois,Williamson County,37.73024366,-88.92992772,c(-88.9299277158024, 37.7302436626044)
Montana,Flathead County,48.29411833,-114.0470966,c(-114.047096599185, 48.2941183336703)
Kansas,Stevens County,37.19223236,-101.3120469,c(-101.312046876928, 37.1922323615077)
Kentucky,Fayette County,38.04227959,-84.45868849,c(-84.4586884855021, 38.0422795853569)
Kentucky,Hancock County,37.84146533,-86.77783286,c(-86.7778328563879, 37.8414653254772)
South Dakota,Brown County,45.58920721,-98.35160401,c(-98.3516040138934, 45.5892072096612)
West Virginia,Barbour County,39.13288598,-80.00303772,c(-80.0030377151926, 39.1328859792151)
Tennessee,Wayne County,35.2397538,-87.78800278,c(-87.7880027825426, 35.2397537955286)
Nebraska,Box Butte County,42.21968223,-103.0856515,c(-103.085651538893, 42.2196822269136)
Pennsylvania,Northumberland County,40.85171051,-76.709334,c(-76.709333996522, 40.8517105138094)
Texas,Victoria County,28.7962347,-96.97151915,c(-96.9715191477818, 28.7962346957573)
Virginia,Buena Vista city,37.731925,-79.35683259,c(-79.356832587846, 37.7319249959256)
Michigan,St. Clair County,42.93076435,-82.66425282,c(-82.6642528243743, 42.930764346262)
Nebraska,Thurston County,42.15820353,-96.54400359,c(-96.5440035884675, 42.1582035312809)
Vermont,Lamoille County,44.6069562,-72.64183901,c(-72.6418390093005, 44.6069562037362)
Virginia,Franklin County,36.99190148,-79.88110614,c(-79.8811061439412, 36.991901484382)
Oklahoma,Blaine County,35.87493303,-98.43353939,c(-98.4335393860742, 35.8749330283026)
Washington,Kittitas County,47.124254,-120.6778768,c(-120.677876753966, 47.1242540029923)
Indiana,Randolph County,40.15758636,-85.01131352,c(-85.0113135156816, 40.1575863566735)
Utah,Kane County,37.28628297,-111.8881231,c(-111.888123058497, 37.2862829696314)
West Virginia,Tucker County,39.11360485,-79.56488011,c(-79.5648801115271, 39.1136048516112)
Wisconsin,Crawford County,43.23932919,-90.93116842,c(-90.9311684153159, 43.2393291922965)
Alabama,Jackson County,34.77936652,-85.99940229,c(-85.9994022937839, 34.7793665167092)
Iowa,Mahaska County,41.33512507,-92.64090879,c(-92.6409087945152, 41.3351250717985)
Kansas,Douglas County,38.88462119,-95.29255403,c(-95.29255403485, 38.8846211913066)
Kentucky,Daviess County,37.731756,-87.08726681,c(-87.0872668064807, 37.7317559979083)
Kentucky,Powell County,37.83115151,-83.82372632,c(-83.823726319869, 37.8311515098067)
Missouri,Jasper County,37.2035561,-94.34058444,c(-94.340584442279, 37.2035561027605)
Oregon,Union County,45.30979445,-118.0090046,c(-118.00900460372, 45.309794445655)
Georgia,Henry County,33.45296036,-84.15417428,c(-84.154174276211, 33.4529603640288)
North Dakota,Adams County,46.09702917,-102.5283289,c(-102.528328937306, 46.0970291709568)
North Carolina,Pamlico County,35.15103148,-76.66965494,c(-76.6696549404133, 35.1510314825115)
Kentucky,Graves County,36.72296481,-88.65120853,c(-88.651208534274, 36.7229648075603)
Pennsylvania,Cambria County,40.49506376,-78.71377059,c(-78.7137705871615, 40.495063755956)
